system:index,district,governorate,water,year,.geo
8_00000000000000000002,Ain Al-Tamur,Kerbala,609030.1019607836,1992.0,
8_00000000000000000014,Al-Hindiya,Kerbala,2870.41568627451,1992.0,
8_00000000000000000064,Kerbela,Kerbala,330600.1803921568,1992.0,
8_00000000000000000012,Al-Hawiga,Kirkuk,4353.403921568627,1992.0,
8_00000000000000000031,Kirkuk,Kirkuk,874.5411764705882,1992.0,
8_0000000000000000005a,Daquq,Kirkuk,298.37254901960785,1992.0,
8_0000000000000000005c,Dibis,Kirkuk,6621.874509803922,1992.0,
8_00000000000000000005,Al-Amara,Maysan,3068.325490196078,1992.0,
8_00000000000000000016,Al-Kahla,Maysan,176874.3137254902,1992.0,
8_00000000000000000020,Al-Maimouna,Maysan,23976.156862745098,1992.0,
8_00000000000000000022,Al-Mejar Al-Kabir,Maysan,105975.14509803923,1992.0,
8_00000000000000000036,Qalat Saleh,Maysan,3132.556862745098,1992.0,
8_00000000000000000051,Ali Al-Gharbi,Maysan,22120.039215686273,1992.0,
8_00000000000000000006,Al-Baaj,Ninewa,0.0,1992.0,
8_0000000000000000000e,Al-Hamdaniya,Ninewa,16763.623529411765,1992.0,
8_00000000000000000011,Al-Hatra,Ninewa,0.0,1992.0,
8_00000000000000000024,Al-Mosul,Ninewa,18563.89803921569,1992.0,
8_0000000000000000003d,Sinjar,Ninewa,0.0,1992.0,
8_00000000000000000040,Telafar,Ninewa,218589.19607843112,1992.0,
8_00000000000000000042,Tilkaef,Ninewa,123643.73725490182,1992.0,
8_0000000000000000004a,Al-Shikhan,Ninewa,12.0,1992.0,
8_00000000000000000053,Aqra,Ninewa,14813.109803921569,1992.0,
8_00000000000000000009,Al-Daur,Salah Al-Din,722.6313725490195,1992.0,
8_00000000000000000039,Samarra,Salah Al-Din,938315.6196078411,1992.0,
8_00000000000000000041,Tikrit,Salah Al-Din,11228.42745098039,1992.0,
8_00000000000000000043,Tooz Khurmato,Salah Al-Din,875.4666666666667,1992.0,
8_0000000000000000004b,Al-Shirqat,Salah Al-Din,11572.870588235295,1992.0,
8_00000000000000000055,Balad,Salah Al-Din,882231.392156861,1992.0,
8_00000000000000000058,Baiji,Salah Al-Din,23059.901960784307,1992.0,
8_00000000000000000008,Al-Chibayish,Thi Qar,182761.0,1992.0,
8_00000000000000000029,Al-Nasiriya,Thi Qar,30057.57647058826,1992.0,
8_0000000000000000002c,Al-Rifai,Thi Qar,24127.819607843136,1992.0,
8_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,54880.0823529412,1992.0,
8_00000000000000000049,Al-Shatra,Thi Qar,5320.086274509804,1992.0,
8_0000000000000000000d,Al-Hai,Wassit,7935.380392156862,1992.0,
8_0000000000000000001c,Al-Kut,Wassit,40530.7254901961,1992.0,
8_00000000000000000028,Al-Namaniya,Wassit,165759.75294117624,1992.0,
8_0000000000000000004d,Al-Suwaira,Wassit,37962.17647058824,1992.0,
8_00000000000000000054,Badra,Wassit,44.98823529411764,1992.0,
9_0000000000000000000b,Al-Falluja,Al-Anbar,1700.2000000000007,1993.0,
9_00000000000000000017,Al-Kaim,Al-Anbar,0.0,1993.0,
9_0000000000000000002b,Al-Ramadi,Al-Anbar,0.0,1993.0,
9_00000000000000000045,Al-Rutba,Al-Anbar,0.0,1993.0,
9_00000000000000000052,Ana,Al-Anbar,0.0,1993.0,
9_00000000000000000060,Haditha,Al-Anbar,0.0,1993.0,
9_00000000000000000062,Heet,Al-Anbar,0.0,1993.0,
9_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,45970.721568627494,1993.0,
9_00000000000000000007,Al-Basrah,Al-Basrah,162466.4235294118,1993.0,
9_0000000000000000000c,Al-Faw,Al-Basrah,330222.90588235244,1993.0,
9_00000000000000000023,Al-Midaina,Al-Basrah,12264.047058823515,1993.0,
9_0000000000000000002a,Al-Qurna,Al-Basrah,294708.0235294118,1993.0,
9_0000000000000000003c,Shat Al-Arab,Al-Basrah,12430.78431372549,1993.0,
9_00000000000000000050,Al-Zubair,Al-Basrah,12919.776470588251,1993.0,
9_0000000000000000001a,Al-Khidhir,Al-Muthanna,17163.733333333344,1993.0,
9_0000000000000000002e,Al-Rumaitha,Al-Muthanna,8675.45490196078,1993.0,
9_00000000000000000046,Al-Salman,Al-Muthanna,52459.85490196085,1993.0,
9_00000000000000000047,Al-Samawa,Al-Muthanna,8144.117647058823,1993.0,
9_0000000000000000001b,Al-Kufa,Al-Najaf,4257.945098039216,1993.0,
9_00000000000000000021,Al-Manathera,Al-Najaf,3210.1176470588234,1993.0,
9_00000000000000000027,Al-Najaf,Al-Najaf,16974.87843137255,1993.0,
9_00000000000000000001,Afaq,Al-Qadissiya,78218.02352941173,1993.0,
9_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,286.81176470588235,1993.0,
9_0000000000000000000f,Al-Hamza,Al-Qadissiya,11039.94117647059,1993.0,
9_00000000000000000048,Al-Shamiya,Al-Qadissiya,2518.9490196078427,1993.0,
9_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1993.0,
9_00000000000000000035,Pshdar,Al-Sulaymaniyah,4016.9333333333334,1993.0,
9_00000000000000000037,Rania,Al-Sulaymaniyah,104716.85882352923,1993.0,
9_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,208.7450980392157,1993.0,
9_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1993.0,
9_00000000000000000059,Chamchamal,Al-Sulaymaniyah,125.51372549019608,1993.0,
9_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,329.0,1993.0,
9_0000000000000000005d,Dokan,Al-Sulaymaniyah,78199.98823529413,1993.0,
9_00000000000000000061,Halabcha,Al-Sulaymaniyah,25.0,1993.0,
9_00000000000000000063,Kalar,Al-Sulaymaniyah,2435.3450980392154,1993.0,
9_00000000000000000010,Al-Hashimiya,Babil,1572.7764705882353,1993.0,
9_00000000000000000013,Al-Hilla,Babil,9817.63137254902,1993.0,
9_0000000000000000001e,Al-Mahaweel,Babil,872.686274509804,1993.0,
9_00000000000000000026,Al-Mussyab,Babil,22178.894117647058,1993.0,
9_00000000000000000003,Al-Adhamiya,Baghdad,45.0,1993.0,
9_00000000000000000015,Al-Kadhmiyah,Baghdad,2396.3058823529414,1993.0,
9_00000000000000000018,Al-Karkh,Baghdad,2292.3882352941177,1993.0,
9_0000000000000000001d,Al-Mada'in,Baghdad,5331.290196078435,1993.0,
9_0000000000000000001f,Al-Mahmoudiya,Baghdad,4370.894117647059,1993.0,
9_0000000000000000002d,Al-Risafa,Baghdad,93.68627450980394,1993.0,
9_0000000000000000004e,Al-Thawra,Baghdad,307.0,1993.0,
9_00000000000000000004,Al-Amadiya,Duhok,0.0,1993.0,
9_0000000000000000003e,Sumail,Duhok,0.0,1993.0,
9_00000000000000000044,Zakho,Duhok,0.0,1993.0,
9_0000000000000000005e,Duhok,Duhok,0.0,1993.0,
9_00000000000000000019,Al-Khalis,Diyala,7504.560784313724,1993.0,
9_00000000000000000025,Al-Muqdadiya,Diyala,20.090196078431372,1993.0,
9_0000000000000000002f,Khanaqin,Diyala,236375.819607843,1993.0,
9_00000000000000000030,Kifri,Diyala,390.78823529411767,1993.0,
9_00000000000000000056,Baladruz,Diyala,1477.0,1993.0,
9_00000000000000000057,Baquba,Diyala,97.0,1993.0,
9_00000000000000000032,Koysinjaq,Erbil,1998.5294117647056,1993.0,
9_00000000000000000033,Makhmour,Erbil,0.0,1993.0,
9_00000000000000000038,Rawanduz,Erbil,14.0,1993.0,
9_0000000000000000003a,Shaqlawa,Erbil,0.0,1993.0,
9_0000000000000000004f,Al-Zibar,Erbil,0.0,1993.0,
9_0000000000000000005f,Erbil,Erbil,0.0,1993.0,
9_00000000000000000002,Ain Al-Tamur,Kerbala,0.0,1993.0,
9_00000000000000000014,Al-Hindiya,Kerbala,6720.752941176471,1993.0,
9_00000000000000000064,Kerbela,Kerbala,27866.854901960785,1993.0,
9_00000000000000000012,Al-Hawiga,Kirkuk,0.0,1993.0,
9_00000000000000000031,Kirkuk,Kirkuk,0.0,1993.0,
9_0000000000000000005a,Daquq,Kirkuk,0.0,1993.0,
9_0000000000000000005c,Dibis,Kirkuk,0.0,1993.0,
9_00000000000000000005,Al-Amara,Maysan,3338.278431372549,1993.0,
9_00000000000000000016,Al-Kahla,Maysan,245994.46666666665,1993.0,
9_00000000000000000020,Al-Maimouna,Maysan,15161.84705882353,1993.0,
9_00000000000000000022,Al-Mejar Al-Kabir,Maysan,108365.03137254907,1993.0,
9_00000000000000000036,Qalat Saleh,Maysan,5153.839215686275,1993.0,
9_00000000000000000051,Ali Al-Gharbi,Maysan,22769.039215686273,1993.0,
9_00000000000000000006,Al-Baaj,Ninewa,0.0,1993.0,
9_0000000000000000000e,Al-Hamdaniya,Ninewa,0.0,1993.0,
9_00000000000000000011,Al-Hatra,Ninewa,0.0,1993.0,
9_00000000000000000024,Al-Mosul,Ninewa,0.0,1993.0,
9_0000000000000000003d,Sinjar,Ninewa,0.0,1993.0,
9_00000000000000000040,Telafar,Ninewa,0.0,1993.0,
9_00000000000000000042,Tilkaef,Ninewa,0.0,1993.0,
9_0000000000000000004a,Al-Shikhan,Ninewa,0.0,1993.0,
9_00000000000000000053,Aqra,Ninewa,0.0,1993.0,
9_00000000000000000009,Al-Daur,Salah Al-Din,0.0,1993.0,
9_00000000000000000039,Samarra,Salah Al-Din,0.0,1993.0,
9_00000000000000000041,Tikrit,Salah Al-Din,0.0,1993.0,
9_00000000000000000043,Tooz Khurmato,Salah Al-Din,649.0,1993.0,
9_0000000000000000004b,Al-Shirqat,Salah Al-Din,0.0,1993.0,
9_00000000000000000055,Balad,Salah Al-Din,2189.0,1993.0,
9_00000000000000000058,Baiji,Salah Al-Din,0.0,1993.0,
9_00000000000000000008,Al-Chibayish,Thi Qar,4826.992156862745,1993.0,
9_00000000000000000029,Al-Nasiriya,Thi Qar,195521.94901960707,1993.0,
9_0000000000000000002c,Al-Rifai,Thi Qar,13024.749019607845,1993.0,
9_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,16320.000000000002,1993.0,
9_00000000000000000049,Al-Shatra,Thi Qar,4742.172549019608,1993.0,
9_0000000000000000000d,Al-Hai,Wassit,7745.380392156862,1993.0,
9_0000000000000000001c,Al-Kut,Wassit,41851.925490196096,1993.0,
9_00000000000000000028,Al-Namaniya,Wassit,180934.49411764668,1993.0,
9_0000000000000000004d,Al-Suwaira,Wassit,36553.59607843137,1993.0,
9_00000000000000000054,Badra,Wassit,29.988235294117647,1993.0,
10_0000000000000000000b,Al-Falluja,Al-Anbar,0.0,1994.0,
10_00000000000000000017,Al-Kaim,Al-Anbar,0.0,1994.0,
10_0000000000000000002b,Al-Ramadi,Al-Anbar,0.0,1994.0,
10_00000000000000000045,Al-Rutba,Al-Anbar,0.0,1994.0,
10_00000000000000000052,Ana,Al-Anbar,0.0,1994.0,
10_00000000000000000060,Haditha,Al-Anbar,0.0,1994.0,
10_00000000000000000062,Heet,Al-Anbar,0.0,1994.0,
10_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,46429.243137254954,1994.0,
10_00000000000000000007,Al-Basrah,Al-Basrah,147899.70588235298,1994.0,
10_0000000000000000000c,Al-Faw,Al-Basrah,326511.0549019603,1994.0,
10_00000000000000000023,Al-Midaina,Al-Basrah,12323.572549019626,1994.0,
10_0000000000000000002a,Al-Qurna,Al-Basrah,277423.105882353,1994.0,
10_0000000000000000003c,Shat Al-Arab,Al-Basrah,12448.976470588237,1994.0,
10_00000000000000000050,Al-Zubair,Al-Basrah,11745.52941176472,1994.0,
10_0000000000000000001a,Al-Khidhir,Al-Muthanna,0.0,1994.0,
10_0000000000000000002e,Al-Rumaitha,Al-Muthanna,0.0,1994.0,
10_00000000000000000046,Al-Salman,Al-Muthanna,0.0,1994.0,
10_00000000000000000047,Al-Samawa,Al-Muthanna,0.0,1994.0,
10_0000000000000000001b,Al-Kufa,Al-Najaf,0.0,1994.0,
10_00000000000000000021,Al-Manathera,Al-Najaf,0.0,1994.0,
10_00000000000000000027,Al-Najaf,Al-Najaf,0.0,1994.0,
10_00000000000000000001,Afaq,Al-Qadissiya,0.0,1994.0,
10_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,0.0,1994.0,
10_0000000000000000000f,Al-Hamza,Al-Qadissiya,0.0,1994.0,
10_00000000000000000048,Al-Shamiya,Al-Qadissiya,0.0,1994.0,
10_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1994.0,
10_00000000000000000035,Pshdar,Al-Sulaymaniyah,0.0,1994.0,
10_00000000000000000037,Rania,Al-Sulaymaniyah,0.0,1994.0,
10_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,0.0,1994.0,
10_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1994.0,
10_00000000000000000059,Chamchamal,Al-Sulaymaniyah,0.0,1994.0,
10_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,0.0,1994.0,
10_0000000000000000005d,Dokan,Al-Sulaymaniyah,0.0,1994.0,
10_00000000000000000061,Halabcha,Al-Sulaymaniyah,0.0,1994.0,
10_00000000000000000063,Kalar,Al-Sulaymaniyah,0.0,1994.0,
10_00000000000000000010,Al-Hashimiya,Babil,0.0,1994.0,
10_00000000000000000013,Al-Hilla,Babil,0.0,1994.0,
10_0000000000000000001e,Al-Mahaweel,Babil,0.0,1994.0,
10_00000000000000000026,Al-Mussyab,Babil,0.0,1994.0,
10_00000000000000000003,Al-Adhamiya,Baghdad,0.0,1994.0,
10_00000000000000000015,Al-Kadhmiyah,Baghdad,0.0,1994.0,
10_00000000000000000018,Al-Karkh,Baghdad,0.0,1994.0,
10_0000000000000000001d,Al-Mada'in,Baghdad,0.0,1994.0,
10_0000000000000000001f,Al-Mahmoudiya,Baghdad,0.0,1994.0,
10_0000000000000000002d,Al-Risafa,Baghdad,0.0,1994.0,
10_0000000000000000004e,Al-Thawra,Baghdad,0.0,1994.0,
10_00000000000000000004,Al-Amadiya,Duhok,0.0,1994.0,
10_0000000000000000003e,Sumail,Duhok,0.0,1994.0,
10_00000000000000000044,Zakho,Duhok,0.0,1994.0,
10_0000000000000000005e,Duhok,Duhok,0.0,1994.0,
10_00000000000000000019,Al-Khalis,Diyala,0.0,1994.0,
10_00000000000000000025,Al-Muqdadiya,Diyala,0.0,1994.0,
10_0000000000000000002f,Khanaqin,Diyala,0.0,1994.0,
10_00000000000000000030,Kifri,Diyala,0.0,1994.0,
10_00000000000000000056,Baladruz,Diyala,0.0,1994.0,
10_00000000000000000057,Baquba,Diyala,0.0,1994.0,
10_00000000000000000032,Koysinjaq,Erbil,0.0,1994.0,
10_00000000000000000033,Makhmour,Erbil,0.0,1994.0,
10_00000000000000000038,Rawanduz,Erbil,0.0,1994.0,
10_0000000000000000003a,Shaqlawa,Erbil,0.0,1994.0,
10_0000000000000000004f,Al-Zibar,Erbil,0.0,1994.0,
10_0000000000000000005f,Erbil,Erbil,0.0,1994.0,
10_00000000000000000002,Ain Al-Tamur,Kerbala,0.0,1994.0,
10_00000000000000000014,Al-Hindiya,Kerbala,0.0,1994.0,
10_00000000000000000064,Kerbela,Kerbala,0.0,1994.0,
10_00000000000000000012,Al-Hawiga,Kirkuk,0.0,1994.0,
10_00000000000000000031,Kirkuk,Kirkuk,0.0,1994.0,
10_0000000000000000005a,Daquq,Kirkuk,0.0,1994.0,
10_0000000000000000005c,Dibis,Kirkuk,0.0,1994.0,
10_00000000000000000005,Al-Amara,Maysan,3491.835294117647,1994.0,
10_00000000000000000016,Al-Kahla,Maysan,254090.3137254902,1994.0,
10_00000000000000000020,Al-Maimouna,Maysan,15098.501960784315,1994.0,
10_00000000000000000022,Al-Mejar Al-Kabir,Maysan,129695.60784313729,1994.0,
10_00000000000000000036,Qalat Saleh,Maysan,2164.7607843137257,1994.0,
10_00000000000000000051,Ali Al-Gharbi,Maysan,1746.1960784313726,1994.0,
10_00000000000000000006,Al-Baaj,Ninewa,0.0,1994.0,
10_0000000000000000000e,Al-Hamdaniya,Ninewa,0.0,1994.0,
10_00000000000000000011,Al-Hatra,Ninewa,0.0,1994.0,
10_00000000000000000024,Al-Mosul,Ninewa,0.0,1994.0,
10_0000000000000000003d,Sinjar,Ninewa,0.0,1994.0,
10_00000000000000000040,Telafar,Ninewa,0.0,1994.0,
10_00000000000000000042,Tilkaef,Ninewa,0.0,1994.0,
10_0000000000000000004a,Al-Shikhan,Ninewa,0.0,1994.0,
10_00000000000000000053,Aqra,Ninewa,0.0,1994.0,
10_00000000000000000009,Al-Daur,Salah Al-Din,0.0,1994.0,
10_00000000000000000039,Samarra,Salah Al-Din,0.0,1994.0,
10_00000000000000000041,Tikrit,Salah Al-Din,0.0,1994.0,
10_00000000000000000043,Tooz Khurmato,Salah Al-Din,0.0,1994.0,
10_0000000000000000004b,Al-Shirqat,Salah Al-Din,0.0,1994.0,
10_00000000000000000055,Balad,Salah Al-Din,0.0,1994.0,
10_00000000000000000058,Baiji,Salah Al-Din,0.0,1994.0,
10_00000000000000000008,Al-Chibayish,Thi Qar,8947.054901960784,1994.0,
10_00000000000000000029,Al-Nasiriya,Thi Qar,9285.0,1994.0,
10_0000000000000000002c,Al-Rifai,Thi Qar,0.0,1994.0,
10_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,4359.505882352941,1994.0,
10_00000000000000000049,Al-Shatra,Thi Qar,0.0,1994.0,
10_0000000000000000000d,Al-Hai,Wassit,0.0,1994.0,
10_0000000000000000001c,Al-Kut,Wassit,0.0,1994.0,
10_00000000000000000028,Al-Namaniya,Wassit,0.0,1994.0,
10_0000000000000000004d,Al-Suwaira,Wassit,0.0,1994.0,
10_00000000000000000054,Badra,Wassit,0.0,1994.0,
11_0000000000000000000b,Al-Falluja,Al-Anbar,766579.1450980362,1995.0,
11_00000000000000000017,Al-Kaim,Al-Anbar,0.0,1995.0,
11_0000000000000000002b,Al-Ramadi,Al-Anbar,1020053.9137254895,1995.0,
11_00000000000000000045,Al-Rutba,Al-Anbar,0.0,1995.0,
11_00000000000000000052,Ana,Al-Anbar,0.0,1995.0,
11_00000000000000000060,Haditha,Al-Anbar,0.0,1995.0,
11_00000000000000000062,Heet,Al-Anbar,569863.5803921566,1995.0,
11_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,49719.611764705944,1995.0,
11_00000000000000000007,Al-Basrah,Al-Basrah,152893.08235294124,1995.0,
11_0000000000000000000c,Al-Faw,Al-Basrah,353888.1764705875,1995.0,
11_00000000000000000023,Al-Midaina,Al-Basrah,12832.509803921588,1995.0,
11_0000000000000000002a,Al-Qurna,Al-Basrah,335691.6745098038,1995.0,
11_0000000000000000003c,Shat Al-Arab,Al-Basrah,35606.803921568615,1995.0,
11_00000000000000000050,Al-Zubair,Al-Basrah,12774.850980392173,1995.0,
11_0000000000000000001a,Al-Khidhir,Al-Muthanna,0.0,1995.0,
11_0000000000000000002e,Al-Rumaitha,Al-Muthanna,0.0,1995.0,
11_00000000000000000046,Al-Salman,Al-Muthanna,0.0,1995.0,
11_00000000000000000047,Al-Samawa,Al-Muthanna,0.0,1995.0,
11_0000000000000000001b,Al-Kufa,Al-Najaf,0.0,1995.0,
11_00000000000000000021,Al-Manathera,Al-Najaf,0.0,1995.0,
11_00000000000000000027,Al-Najaf,Al-Najaf,0.0,1995.0,
11_00000000000000000001,Afaq,Al-Qadissiya,0.0,1995.0,
11_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,0.0,1995.0,
11_0000000000000000000f,Al-Hamza,Al-Qadissiya,0.0,1995.0,
11_00000000000000000048,Al-Shamiya,Al-Qadissiya,0.0,1995.0,
11_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1995.0,
11_00000000000000000035,Pshdar,Al-Sulaymaniyah,6090.709803921569,1995.0,
11_00000000000000000037,Rania,Al-Sulaymaniyah,112632.98039215669,1995.0,
11_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,0.0,1995.0,
11_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1995.0,
11_00000000000000000059,Chamchamal,Al-Sulaymaniyah,100.6078431372549,1995.0,
11_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,0.0,1995.0,
11_0000000000000000005d,Dokan,Al-Sulaymaniyah,80533.11372549021,1995.0,
11_00000000000000000061,Halabcha,Al-Sulaymaniyah,0.0,1995.0,
11_00000000000000000063,Kalar,Al-Sulaymaniyah,0.0,1995.0,
11_00000000000000000010,Al-Hashimiya,Babil,0.0,1995.0,
11_00000000000000000013,Al-Hilla,Babil,0.0,1995.0,
11_0000000000000000001e,Al-Mahaweel,Babil,0.0,1995.0,
11_00000000000000000026,Al-Mussyab,Babil,17630.76862745098,1995.0,
11_00000000000000000003,Al-Adhamiya,Baghdad,2769.301960784313,1995.0,
11_00000000000000000015,Al-Kadhmiyah,Baghdad,20097.556862745096,1995.0,
11_00000000000000000018,Al-Karkh,Baghdad,3364.760784313725,1995.0,
11_0000000000000000001d,Al-Mada'in,Baghdad,0.0,1995.0,
11_0000000000000000001f,Al-Mahmoudiya,Baghdad,6559.694117647057,1995.0,
11_0000000000000000002d,Al-Risafa,Baghdad,4497.6431372549005,1995.0,
11_0000000000000000004e,Al-Thawra,Baghdad,354.0,1995.0,
11_00000000000000000004,Al-Amadiya,Duhok,1541.1372549019607,1995.0,
11_0000000000000000003e,Sumail,Duhok,0.0,1995.0,
11_00000000000000000044,Zakho,Duhok,0.0,1995.0,
11_0000000000000000005e,Duhok,Duhok,0.0,1995.0,
11_00000000000000000019,Al-Khalis,Diyala,2502.274509803922,1995.0,
11_00000000000000000025,Al-Muqdadiya,Diyala,0.0,1995.0,
11_0000000000000000002f,Khanaqin,Diyala,0.0,1995.0,
11_00000000000000000030,Kifri,Diyala,0.0,1995.0,
11_00000000000000000056,Baladruz,Diyala,0.0,1995.0,
11_00000000000000000057,Baquba,Diyala,0.0,1995.0,
11_00000000000000000032,Koysinjaq,Erbil,5824.807843137255,1995.0,
11_00000000000000000033,Makhmour,Erbil,622.7333333333333,1995.0,
11_00000000000000000038,Rawanduz,Erbil,1416.7176470588233,1995.0,
11_0000000000000000003a,Shaqlawa,Erbil,2.6431372549019607,1995.0,
11_0000000000000000004f,Al-Zibar,Erbil,1258.9607843137253,1995.0,
11_0000000000000000005f,Erbil,Erbil,914.964705882353,1995.0,
11_00000000000000000002,Ain Al-Tamur,Kerbala,609035.1019607836,1995.0,
11_00000000000000000014,Al-Hindiya,Kerbala,1818.4156862745099,1995.0,
11_00000000000000000064,Kerbela,Kerbala,344381.41568627435,1995.0,
11_00000000000000000012,Al-Hawiga,Kirkuk,3804.8705882352942,1995.0,
11_00000000000000000031,Kirkuk,Kirkuk,960.0745098039215,1995.0,
11_0000000000000000005a,Daquq,Kirkuk,668.8588235294118,1995.0,
11_0000000000000000005c,Dibis,Kirkuk,5510.560784313726,1995.0,
11_00000000000000000005,Al-Amara,Maysan,3549.835294117647,1995.0,
11_00000000000000000016,Al-Kahla,Maysan,267496.89803921565,1995.0,
11_00000000000000000020,Al-Maimouna,Maysan,16529.501960784317,1995.0,
11_00000000000000000022,Al-Mejar Al-Kabir,Maysan,174742.30980392158,1995.0,
11_00000000000000000036,Qalat Saleh,Maysan,2323.2745098039213,1995.0,
11_00000000000000000051,Ali Al-Gharbi,Maysan,3289.1960784313724,1995.0,
11_00000000000000000006,Al-Baaj,Ninewa,0.0,1995.0,
11_0000000000000000000e,Al-Hamdaniya,Ninewa,14308.219607843137,1995.0,
11_00000000000000000011,Al-Hatra,Ninewa,0.0,1995.0,
11_00000000000000000024,Al-Mosul,Ninewa,14928.780392156867,1995.0,
11_0000000000000000003d,Sinjar,Ninewa,0.0,1995.0,
11_00000000000000000040,Telafar,Ninewa,0.0,1995.0,
11_00000000000000000042,Tilkaef,Ninewa,0.0,1995.0,
11_0000000000000000004a,Al-Shikhan,Ninewa,21.0,1995.0,
11_00000000000000000053,Aqra,Ninewa,15763.109803921569,1995.0,
11_00000000000000000009,Al-Daur,Salah Al-Din,847.1999999999999,1995.0,
11_00000000000000000039,Samarra,Salah Al-Din,938818.9450980371,1995.0,
11_00000000000000000041,Tikrit,Salah Al-Din,12573.69019607843,1995.0,
11_00000000000000000043,Tooz Khurmato,Salah Al-Din,2264.078431372549,1995.0,
11_0000000000000000004b,Al-Shirqat,Salah Al-Din,11771.47843137255,1995.0,
11_00000000000000000055,Balad,Salah Al-Din,882451.6431372531,1995.0,
11_00000000000000000058,Baiji,Salah Al-Din,23647.24705882353,1995.0,
11_00000000000000000008,Al-Chibayish,Thi Qar,12669.090196078432,1995.0,
11_00000000000000000029,Al-Nasiriya,Thi Qar,12139.011764705887,1995.0,
11_0000000000000000002c,Al-Rifai,Thi Qar,0.0,1995.0,
11_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,8821.45882352941,1995.0,
11_00000000000000000049,Al-Shatra,Thi Qar,0.0,1995.0,
11_0000000000000000000d,Al-Hai,Wassit,0.0,1995.0,
11_0000000000000000001c,Al-Kut,Wassit,0.0,1995.0,
11_00000000000000000028,Al-Namaniya,Wassit,0.0,1995.0,
11_0000000000000000004d,Al-Suwaira,Wassit,0.0,1995.0,
11_00000000000000000054,Badra,Wassit,0.0,1995.0,
12_0000000000000000000b,Al-Falluja,Al-Anbar,0.0,1996.0,
12_00000000000000000017,Al-Kaim,Al-Anbar,0.0,1996.0,
12_0000000000000000002b,Al-Ramadi,Al-Anbar,0.0,1996.0,
12_00000000000000000045,Al-Rutba,Al-Anbar,0.0,1996.0,
12_00000000000000000052,Ana,Al-Anbar,0.0,1996.0,
12_00000000000000000060,Haditha,Al-Anbar,0.0,1996.0,
12_00000000000000000062,Heet,Al-Anbar,0.0,1996.0,
12_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,16946.10196078433,1996.0,
12_00000000000000000007,Al-Basrah,Al-Basrah,0.0,1996.0,
12_0000000000000000000c,Al-Faw,Al-Basrah,345221.9843137248,1996.0,
12_00000000000000000023,Al-Midaina,Al-Basrah,0.0,1996.0,
12_0000000000000000002a,Al-Qurna,Al-Basrah,0.0,1996.0,
12_0000000000000000003c,Shat Al-Arab,Al-Basrah,2006.8509803921565,1996.0,
12_00000000000000000050,Al-Zubair,Al-Basrah,393.18823529411765,1996.0,
12_0000000000000000001a,Al-Khidhir,Al-Muthanna,0.0,1996.0,
12_0000000000000000002e,Al-Rumaitha,Al-Muthanna,0.0,1996.0,
12_00000000000000000046,Al-Salman,Al-Muthanna,0.0,1996.0,
12_00000000000000000047,Al-Samawa,Al-Muthanna,0.0,1996.0,
12_0000000000000000001b,Al-Kufa,Al-Najaf,0.0,1996.0,
12_00000000000000000021,Al-Manathera,Al-Najaf,0.0,1996.0,
12_00000000000000000027,Al-Najaf,Al-Najaf,0.0,1996.0,
12_00000000000000000001,Afaq,Al-Qadissiya,0.0,1996.0,
12_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,0.0,1996.0,
12_0000000000000000000f,Al-Hamza,Al-Qadissiya,0.0,1996.0,
12_00000000000000000048,Al-Shamiya,Al-Qadissiya,0.0,1996.0,
12_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1996.0,
12_00000000000000000035,Pshdar,Al-Sulaymaniyah,0.0,1996.0,
12_00000000000000000037,Rania,Al-Sulaymaniyah,0.0,1996.0,
12_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,0.0,1996.0,
12_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1996.0,
12_00000000000000000059,Chamchamal,Al-Sulaymaniyah,0.0,1996.0,
12_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,0.0,1996.0,
