system:index,month,name,water,year,.geo
3_1_0000000000000000003b,2.0,Al-Kufa,7717.2156862745105,2016.0,
3_1_00000000000000000041,2.0,Al-Manathera,10157.007843137257,2016.0,
3_1_0000000000000000000e,2.0,Al-Shamiya,7665.61568627451,2016.0,
3_1_00000000000000000021,2.0,Afaq,244429.0549019606,2016.0,
3_1_0000000000000000002a,2.0,Al-Diwaniya,5902.807843137255,2016.0,
3_1_0000000000000000002f,2.0,Al-Hamza,19937.113725490195,2016.0,
3_1_00000000000000000012,2.0,Al-Sulaymaniyah,990.0,2016.0,
3_1_0000000000000000001f,2.0,Chamchamal,4331.925490196078,2016.0,
3_1_00000000000000000045,2.0,Derbendikhan,75445.88627450982,2016.0,
3_1_00000000000000000047,2.0,Dokan,93898.52549019613,2016.0,
3_1_0000000000000000004b,2.0,Halabcha,28897.72156862748,2016.0,
3_1_0000000000000000004d,2.0,Kalar,20502.50588235295,2016.0,
3_1_00000000000000000054,2.0,Panjwin,336.0,2016.0,
3_1_00000000000000000055,2.0,Pshdar,7039.501960784308,2016.0,
3_1_00000000000000000057,2.0,Rania,133964.41960784313,2016.0,
3_1_0000000000000000005b,2.0,Sharbazher,3808.5333333333333,2016.0,
3_1_00000000000000000002,2.0,Al-Mussyab,69698.4117647059,2016.0,
3_1_00000000000000000030,2.0,Al-Hashimiya,9680.658823529411,2016.0,
3_1_00000000000000000033,2.0,Al-Hilla,19521.60784313725,2016.0,
3_1_0000000000000000003e,2.0,Al-Mahaweel,38031.41960784317,2016.0,
3_1_00000000000000000009,2.0,Al-Risafa,8706.733333333328,2016.0,
3_1_00000000000000000014,2.0,Al-Thawra,1531.6823529411763,2016.0,
3_1_00000000000000000023,2.0,Al-Adhamiya,4259.4,2016.0,
3_1_00000000000000000035,2.0,Al-Kadhmiyah,61983.43921568629,2016.0,
3_1_00000000000000000038,2.0,Al-Karkh,11065.65490196078,2016.0,
3_1_0000000000000000003d,2.0,Al-Mada'in,54209.149019607896,2016.0,
3_1_0000000000000000003f,2.0,Al-Mahmoudiya,18439.82352941177,2016.0,
3_1_00000000000000000024,2.0,Al-Amadiya,4992.392156862745,2016.0,
3_1_00000000000000000048,2.0,Duhok,3379.670588235294,2016.0,
3_1_0000000000000000005e,2.0,Sumail,15554.333333333389,2016.0,
3_1_00000000000000000064,2.0,Zakho,3226.4549019607834,2016.0,
3_1_00000000000000000001,2.0,Al-Muqdadiya,11988.529411764706,2016.0,
3_1_0000000000000000001c,2.0,Baladruz,13569.815686274509,2016.0,
3_1_0000000000000000001d,2.0,Baquba,8593.850980392157,2016.0,
3_1_00000000000000000039,2.0,Al-Khalis,25742.91764705882,2016.0,
3_1_0000000000000000004f,2.0,Khanaqin,319339.22352941136,2016.0,
3_1_00000000000000000050,2.0,Kifri,20809.031372549078,2016.0,
3_1_00000000000000000015,2.0,Al-Zibar,2973.725490196078,2016.0,
3_1_00000000000000000049,2.0,Erbil,1706.698039215686,2016.0,
3_1_00000000000000000052,2.0,Koysinjaq,10786.501960784315,2016.0,
3_1_00000000000000000053,2.0,Makhmour,1277.9372549019608,2016.0,
3_1_00000000000000000058,2.0,Rawanduz,5149.643137254903,2016.0,
3_1_0000000000000000005a,2.0,Shaqlawa,82.59607843137255,2016.0,
3_1_00000000000000000022,2.0,Ain Al-Tamur,303373.5137254902,2016.0,
3_1_00000000000000000034,2.0,Al-Hindiya,8364.098039215685,2016.0,
3_1_0000000000000000004e,2.0,Kerbela,109233.58823529411,2016.0,
3_1_00000000000000000032,2.0,Al-Hawiga,9411.749019607843,2016.0,
3_1_00000000000000000044,2.0,Daquq,26475.929411764708,2016.0,
3_1_00000000000000000046,2.0,Dibis,8485.870588235295,2016.0,
3_1_00000000000000000051,2.0,Kirkuk,7337.376470588235,2016.0,
3_1_00000000000000000017,2.0,Ali Al-Gharbi,284243.0,2016.0,
3_1_00000000000000000025,2.0,Al-Amara,61883.925490196096,2016.0,
3_1_00000000000000000036,2.0,Al-Kahla,586537.8235294115,2016.0,
3_1_00000000000000000040,2.0,Al-Maimouna,109751.65882352937,2016.0,
3_1_00000000000000000042,2.0,Al-Mejar Al-Kabir,208319.49411764712,2016.0,
3_1_00000000000000000056,2.0,Qalat Saleh,7362.28235294118,2016.0,
3_1_00000000000000000000,2.0,Al-Mosul,30043.996078431373,2016.0,
3_1_00000000000000000010,2.0,Al-Shikhan,1827.6117647058823,2016.0,
3_1_00000000000000000019,2.0,Aqra,25133.55294117647,2016.0,
3_1_00000000000000000026,2.0,Al-Baaj,22307.78431372549,2016.0,
3_1_0000000000000000002e,2.0,Al-Hamdaniya,30320.466666666678,2016.0,
3_1_00000000000000000031,2.0,Al-Hatra,1112.450980392157,2016.0,
3_1_0000000000000000005d,2.0,Sinjar,8.0,2016.0,
3_1_00000000000000000060,2.0,Telafar,153157.16862745085,2016.0,
3_1_00000000000000000062,2.0,Tilkaef,114574.99215686265,2016.0,
3_1_00000000000000000011,2.0,Al-Shirqat,19365.070588235314,2016.0,
3_1_0000000000000000001b,2.0,Balad,839606.5764705869,2016.0,
3_1_0000000000000000001e,2.0,Beygee,38271.80784313726,2016.0,
3_1_00000000000000000029,2.0,Al-Daur,17430.03137254902,2016.0,
3_1_00000000000000000059,2.0,Samarra,680586.3882352936,2016.0,
3_1_00000000000000000061,2.0,Tikrit,17757.862745098046,2016.0,
3_1_00000000000000000063,2.0,Tooz Khurmato,79400.47058823526,2016.0,
3_1_00000000000000000005,2.0,Al-Nasiriya,126495.7254901961,2016.0,
3_1_00000000000000000008,2.0,Al-Rifai,44299.4549019608,2016.0,
3_1_0000000000000000000f,2.0,Al-Shatra,35763.57254901961,2016.0,
3_1_00000000000000000028,2.0,Al-Chibayish,663349.0078431373,2016.0,
3_1_0000000000000000005f,2.0,Suq Al-Shoyokh,223778.5372549019,2016.0,
3_1_00000000000000000004,2.0,Al-Namaniya,276524.08627450955,2016.0,
3_1_00000000000000000013,2.0,Al-Suwaira,147468.86666666667,2016.0,
3_1_0000000000000000001a,2.0,Badra,87495.82352941163,2016.0,
3_1_0000000000000000002d,2.0,Al-Hai,32926.654901960785,2016.0,
3_1_0000000000000000003c,2.0,Al-Kut,440687.21176470554,2016.0,
3_2_00000000000000000007,3.0,Al-Ramadi,704138.2666666664,2016.0,
3_2_0000000000000000000b,3.0,Al-Rutba,10228.0,2016.0,
3_2_00000000000000000018,3.0,Ana,148000.2627450978,2016.0,
3_2_0000000000000000002b,3.0,Al-Falluja,198607.5450980392,2016.0,
3_2_00000000000000000037,3.0,Al-Kaim,27809.65882352941,2016.0,
3_2_0000000000000000004a,3.0,Haditha,302960.8549019608,2016.0,
3_2_0000000000000000004c,3.0,Heet,470835.73725490173,2016.0,
3_2_00000000000000000006,3.0,Al-Qurna,246552.71764705874,2016.0,
3_2_00000000000000000016,3.0,Al-Zubair,14868.64705882354,2016.0,
3_2_00000000000000000020,3.0,Abu Al-Khaseeb,68144.83921568636,2016.0,
3_2_00000000000000000027,3.0,Al-Basrah,191215.3764705883,2016.0,
3_2_0000000000000000002c,3.0,Al-Faw,422971.70588235196,2016.0,
3_2_00000000000000000043,3.0,Al-Midaina,113474.8705882353,2016.0,
3_2_0000000000000000005c,3.0,Shat Al-Arab,54806.250980392295,2016.0,
3_2_0000000000000000000a,3.0,Al-Rumaitha,7479.235294117648,2016.0,
3_2_0000000000000000000c,3.0,Al-Salman,8351.862745098038,2016.0,
3_2_0000000000000000000d,3.0,Al-Samawa,10237.027450980391,2016.0,
3_2_0000000000000000003a,3.0,Al-Khidhir,14228.215686274514,2016.0,
3_2_00000000000000000003,3.0,Al-Najaf,142122.50588235294,2016.0,
3_2_0000000000000000003b,3.0,Al-Kufa,847.5725490196078,2016.0,
3_2_00000000000000000041,3.0,Al-Manathera,2820.050980392157,2016.0,
3_2_0000000000000000000e,3.0,Al-Shamiya,1283.0,2016.0,
3_2_00000000000000000021,3.0,Afaq,173770.0392156861,2016.0,
3_2_0000000000000000002a,3.0,Al-Diwaniya,2203.2784313725488,2016.0,
3_2_0000000000000000002f,3.0,Al-Hamza,10206.847058823529,2016.0,
3_2_00000000000000000012,3.0,Al-Sulaymaniyah,682.0,2016.0,
3_2_0000000000000000001f,3.0,Chamchamal,3802.274509803922,2016.0,
3_2_00000000000000000045,3.0,Derbendikhan,76821.9843137255,2016.0,
3_2_00000000000000000047,3.0,Dokan,101009.09803921575,2016.0,
3_2_0000000000000000004b,3.0,Halabcha,35347.764705882386,2016.0,
3_2_0000000000000000004d,3.0,Kalar,11919.188235294117,2016.0,
3_2_00000000000000000054,3.0,Panjwin,167.0,2016.0,
3_2_00000000000000000055,3.0,Pshdar,7952.709803921563,2016.0,
3_2_00000000000000000057,3.0,Rania,149834.9843137255,2016.0,
3_2_0000000000000000005b,3.0,Sharbazher,2580.0,2016.0,
3_2_00000000000000000002,3.0,Al-Mussyab,62115.73333333335,2016.0,
3_2_00000000000000000030,3.0,Al-Hashimiya,2265.2392156862743,2016.0,
3_2_00000000000000000033,3.0,Al-Hilla,11276.25882352941,2016.0,
3_2_0000000000000000003e,3.0,Al-Mahaweel,27829.62745098042,2016.0,
3_2_00000000000000000009,3.0,Al-Risafa,7637.827450980389,2016.0,
3_2_00000000000000000014,3.0,Al-Thawra,1336.964705882353,2016.0,
3_2_00000000000000000023,3.0,Al-Adhamiya,3774.7960784313723,2016.0,
3_2_00000000000000000035,3.0,Al-Kadhmiyah,56051.40000000001,2016.0,
3_2_00000000000000000038,3.0,Al-Karkh,9220.721568627447,2016.0,
3_2_0000000000000000003d,3.0,Al-Mada'in,40738.70980392161,2016.0,
3_2_0000000000000000003f,3.0,Al-Mahmoudiya,15774.99607843137,2016.0,
3_2_00000000000000000024,3.0,Al-Amadiya,4863.792156862745,2016.0,
3_2_00000000000000000048,3.0,Duhok,3493.372549019608,2016.0,
3_2_0000000000000000005e,3.0,Sumail,19510.92156862751,2016.0,
3_2_00000000000000000064,3.0,Zakho,6754.949019607843,2016.0,
3_2_00000000000000000001,3.0,Al-Muqdadiya,9469.482352941177,2016.0,
3_2_0000000000000000001c,3.0,Baladruz,10114.580392156862,2016.0,
3_2_0000000000000000001d,3.0,Baquba,6223.160784313725,2016.0,
3_2_00000000000000000039,3.0,Al-Khalis,20780.588235294115,2016.0,
3_2_0000000000000000004f,3.0,Khanaqin,319212.99999999965,2016.0,
3_2_00000000000000000050,3.0,Kifri,21188.203921568685,2016.0,
3_2_00000000000000000015,3.0,Al-Zibar,2969.1529411764704,2016.0,
3_2_00000000000000000049,3.0,Erbil,1800.698039215686,2016.0,
3_2_00000000000000000052,3.0,Koysinjaq,11740.517647058825,2016.0,
3_2_00000000000000000053,3.0,Makhmour,1591.2196078431373,2016.0,
3_2_00000000000000000058,3.0,Rawanduz,5137.70980392157,2016.0,
3_2_0000000000000000005a,3.0,Shaqlawa,74.85882352941177,2016.0,
3_2_00000000000000000022,3.0,Ain Al-Tamur,296549.67843137257,2016.0,
3_2_00000000000000000034,3.0,Al-Hindiya,6484.698039215686,2016.0,
3_2_0000000000000000004e,3.0,Kerbela,105640.63529411766,2016.0,
3_2_00000000000000000032,3.0,Al-Hawiga,7481.592156862745,2016.0,
3_2_00000000000000000044,3.0,Daquq,12150.580392156866,2016.0,
3_2_00000000000000000046,3.0,Dibis,8358.870588235295,2016.0,
3_2_00000000000000000051,3.0,Kirkuk,7332.396078431372,2016.0,
3_2_00000000000000000017,3.0,Ali Al-Gharbi,267021.368627451,2016.0,
3_2_00000000000000000025,3.0,Al-Amara,74878.01176470588,2016.0,
3_2_00000000000000000036,3.0,Al-Kahla,580451.5999999997,2016.0,
3_2_00000000000000000040,3.0,Al-Maimouna,222478.474509804,2016.0,
3_2_00000000000000000042,3.0,Al-Mejar Al-Kabir,332579.1764705882,2016.0,
3_2_00000000000000000056,3.0,Qalat Saleh,9262.65098039216,2016.0,
3_2_00000000000000000000,3.0,Al-Mosul,33140.70588235295,2016.0,
3_2_00000000000000000010,3.0,Al-Shikhan,2177.5058823529407,2016.0,
3_2_00000000000000000019,3.0,Aqra,31798.96470588235,2016.0,
3_2_00000000000000000026,3.0,Al-Baaj,30992.298039215686,2016.0,
3_2_0000000000000000002e,3.0,Al-Hamdaniya,39722.78039215687,2016.0,
3_2_00000000000000000031,3.0,Al-Hatra,32564.450980392157,2016.0,
3_2_0000000000000000005d,3.0,Sinjar,24.0,2016.0,
3_2_00000000000000000060,3.0,Telafar,196448.24705882333,2016.0,
3_2_00000000000000000062,3.0,Tilkaef,121102.15686274499,2016.0,
3_2_00000000000000000011,3.0,Al-Shirqat,20170.83921568629,2016.0,
3_2_0000000000000000001b,3.0,Balad,841136.337254901,2016.0,
3_2_0000000000000000001e,3.0,Beygee,35603.01960784315,2016.0,
3_2_00000000000000000029,3.0,Al-Daur,10292.239215686275,2016.0,
3_2_00000000000000000059,3.0,Samarra,691294.7294117643,2016.0,
3_2_00000000000000000061,3.0,Tikrit,16139.960784313731,2016.0,
3_2_00000000000000000063,3.0,Tooz Khurmato,74343.63921568621,2016.0,
3_2_00000000000000000005,3.0,Al-Nasiriya,121976.97254901963,2016.0,
3_2_00000000000000000008,3.0,Al-Rifai,42014.95686274513,2016.0,
3_2_0000000000000000000f,3.0,Al-Shatra,43092.64705882354,2016.0,
3_2_00000000000000000028,3.0,Al-Chibayish,688810.3372549019,2016.0,
3_2_0000000000000000005f,3.0,Suq Al-Shoyokh,261505.01960784307,2016.0,
3_2_00000000000000000004,3.0,Al-Namaniya,237334.89803921562,2016.0,
3_2_00000000000000000013,3.0,Al-Suwaira,123256.89411764704,2016.0,
3_2_0000000000000000001a,3.0,Badra,78450.87058823521,2016.0,
3_2_0000000000000000002d,3.0,Al-Hai,39485.43529411765,2016.0,
3_2_0000000000000000003c,3.0,Al-Kut,419066.3529411763,2016.0,
3_3_00000000000000000007,4.0,Al-Ramadi,718190.6705882349,2016.0,
3_3_0000000000000000000b,4.0,Al-Rutba,17102.086274509806,2016.0,
3_3_00000000000000000018,4.0,Ana,160842.33333333314,2016.0,
3_3_0000000000000000002b,4.0,Al-Falluja,190643.462745098,2016.0,
3_3_00000000000000000037,4.0,Al-Kaim,22342.501960784313,2016.0,
3_3_0000000000000000004a,4.0,Haditha,312853.90588235296,2016.0,
3_3_0000000000000000004c,4.0,Heet,487237.2156862742,2016.0,
3_3_00000000000000000006,4.0,Al-Qurna,268598.61568627437,2016.0,
3_3_00000000000000000016,4.0,Al-Zubair,14815.384313725503,2016.0,
3_3_00000000000000000020,4.0,Abu Al-Khaseeb,84728.39215686283,2016.0,
3_3_00000000000000000027,4.0,Al-Basrah,234136.4745098039,2016.0,
3_3_0000000000000000002c,4.0,Al-Faw,445237.9294117635,2016.0,
3_3_00000000000000000043,4.0,Al-Midaina,115758.16862745097,2016.0,
3_3_0000000000000000005c,4.0,Shat Al-Arab,62249.59607843158,2016.0,
3_3_0000000000000000000a,4.0,Al-Rumaitha,7873.003921568627,2016.0,
3_3_0000000000000000000c,4.0,Al-Salman,6112.082352941176,2016.0,
3_3_0000000000000000000d,4.0,Al-Samawa,8046.541176470589,2016.0,
3_3_0000000000000000003a,4.0,Al-Khidhir,13886.980392156864,2016.0,
3_3_00000000000000000003,4.0,Al-Najaf,136033.41176470587,2016.0,
3_3_0000000000000000003b,4.0,Al-Kufa,6960.835294117647,2016.0,
3_3_00000000000000000041,4.0,Al-Manathera,3646.6156862745097,2016.0,
3_3_0000000000000000000e,4.0,Al-Shamiya,4274.270588235294,2016.0,
3_3_00000000000000000021,4.0,Afaq,155649.81176470578,2016.0,
3_3_0000000000000000002a,4.0,Al-Diwaniya,2871.1372549019607,2016.0,
3_3_0000000000000000002f,4.0,Al-Hamza,13177.596078431372,2016.0,
3_3_00000000000000000012,4.0,Al-Sulaymaniyah,772.0,2016.0,
3_3_0000000000000000001f,4.0,Chamchamal,4421.149019607843,2016.0,
3_3_00000000000000000045,4.0,Derbendikhan,82987.24705882356,2016.0,
3_3_00000000000000000047,4.0,Dokan,94805.62745098045,2016.0,
3_3_0000000000000000004b,4.0,Halabcha,54869.38823529407,2016.0,
3_3_0000000000000000004d,4.0,Kalar,21319.278431372557,2016.0,
3_3_00000000000000000054,4.0,Panjwin,263.0,2016.0,
3_3_00000000000000000055,4.0,Pshdar,11913.364705882359,2016.0,
3_3_00000000000000000057,4.0,Rania,157568.5254901961,2016.0,
3_3_0000000000000000005b,4.0,Sharbazher,3153.1529411764704,2016.0,
3_3_00000000000000000002,4.0,Al-Mussyab,66717.66666666669,2016.0,
3_3_00000000000000000030,4.0,Al-Hashimiya,4998.462745098039,2016.0,
3_3_00000000000000000033,4.0,Al-Hilla,16076.57254901961,2016.0,
3_3_0000000000000000003e,4.0,Al-Mahaweel,32698.203921568656,2016.0,
3_3_00000000000000000009,4.0,Al-Risafa,7631.666666666664,2016.0,
3_3_00000000000000000014,4.0,Al-Thawra,1310.592156862745,2016.0,
3_3_00000000000000000023,4.0,Al-Adhamiya,3845.603921568627,2016.0,
3_3_00000000000000000035,4.0,Al-Kadhmiyah,61386.09411764706,2016.0,
3_3_00000000000000000038,4.0,Al-Karkh,9448.764705882348,2016.0,
3_3_0000000000000000003d,4.0,Al-Mada'in,37360.5098039216,2016.0,
3_3_0000000000000000003f,4.0,Al-Mahmoudiya,17534.431372549025,2016.0,
3_3_00000000000000000024,4.0,Al-Amadiya,4068.717647058824,2016.0,
3_3_00000000000000000048,4.0,Duhok,3341.780392156863,2016.0,
3_3_0000000000000000005e,4.0,Sumail,18937.329411764764,2016.0,
3_3_00000000000000000064,4.0,Zakho,4765.917647058824,2016.0,
3_3_00000000000000000001,4.0,Al-Muqdadiya,10837.043137254903,2016.0,
3_3_0000000000000000001c,4.0,Baladruz,29990.713725490197,2016.0,
3_3_0000000000000000001d,4.0,Baquba,9988.25882352941,2016.0,
3_3_00000000000000000039,4.0,Al-Khalis,29293.55294117647,2016.0,
3_3_0000000000000000004f,4.0,Khanaqin,363474.3058823526,2016.0,
3_3_00000000000000000050,4.0,Kifri,49193.16862745084,2016.0,
3_3_00000000000000000015,4.0,Al-Zibar,2486.901960784314,2016.0,
3_3_00000000000000000049,4.0,Erbil,333.0,2016.0,
3_3_00000000000000000052,4.0,Koysinjaq,6230.4,2016.0,
3_3_00000000000000000053,4.0,Makhmour,1462.3490196078433,2016.0,
3_3_00000000000000000058,4.0,Rawanduz,4177.419607843138,2016.0,
3_3_0000000000000000005a,4.0,Shaqlawa,61.5921568627451,2016.0,
3_3_00000000000000000022,4.0,Ain Al-Tamur,318871.98039215687,2016.0,
3_3_00000000000000000034,4.0,Al-Hindiya,7978.721568627451,2016.0,
3_3_0000000000000000004e,4.0,Kerbela,114438.19607843139,2016.0,
3_3_00000000000000000032,4.0,Al-Hawiga,12424.713725490195,2016.0,
3_3_00000000000000000044,4.0,Daquq,32107.29803921569,2016.0,
3_3_00000000000000000046,4.0,Dibis,8857.133333333333,2016.0,
3_3_00000000000000000051,4.0,Kirkuk,7604.094117647059,2016.0,
3_3_00000000000000000017,4.0,Ali Al-Gharbi,355098.4862745098,2016.0,
3_3_00000000000000000025,4.0,Al-Amara,91866.28235294118,2016.0,
3_3_00000000000000000036,4.0,Al-Kahla,633706.5803921567,2016.0,
3_3_00000000000000000040,4.0,Al-Maimouna,232646.168627451,2016.0,
3_3_00000000000000000042,4.0,Al-Mejar Al-Kabir,347680.2666666666,2016.0,
3_3_00000000000000000056,4.0,Qalat Saleh,11118.721568627447,2016.0,
3_3_00000000000000000000,4.0,Al-Mosul,34390.396078431375,2016.0,
3_3_00000000000000000010,4.0,Al-Shikhan,1666.749019607843,2016.0,
3_3_00000000000000000019,4.0,Aqra,27842.58823529412,2016.0,
3_3_00000000000000000026,4.0,Al-Baaj,31588.156862745098,2016.0,
3_3_0000000000000000002e,4.0,Al-Hamdaniya,33972.321568627456,2016.0,
3_3_00000000000000000031,4.0,Al-Hatra,22535.450980392157,2016.0,
3_3_0000000000000000005d,4.0,Sinjar,63.0,2016.0,
3_3_00000000000000000060,4.0,Telafar,190796.78039215662,2016.0,
3_3_00000000000000000062,4.0,Tilkaef,122571.43529411752,2016.0,
3_3_00000000000000000011,4.0,Al-Shirqat,22962.505882352965,2016.0,
3_3_0000000000000000001b,4.0,Balad,883186.8627450968,2016.0,
3_3_0000000000000000001e,4.0,Beygee,44509.07058823531,2016.0,
3_3_00000000000000000029,4.0,Al-Daur,17854.525490196076,2016.0,
3_3_00000000000000000059,4.0,Samarra,750228.4627450975,2016.0,
3_3_00000000000000000061,4.0,Tikrit,20553.20784313726,2016.0,
3_3_00000000000000000063,4.0,Tooz Khurmato,83233.0588235294,2016.0,
3_3_00000000000000000005,4.0,Al-Nasiriya,144111.34901960788,2016.0,
3_3_00000000000000000008,4.0,Al-Rifai,46658.286274509825,2016.0,
3_3_0000000000000000000f,4.0,Al-Shatra,61924.41176470588,2016.0,
3_3_00000000000000000028,4.0,Al-Chibayish,571122.0274509804,2016.0,
3_3_0000000000000000005f,4.0,Suq Al-Shoyokh,289721.2196078431,2016.0,
3_3_00000000000000000004,4.0,Al-Namaniya,210523.32156862746,2016.0,
3_3_00000000000000000013,4.0,Al-Suwaira,122529.59215686274,2016.0,
3_3_0000000000000000001a,4.0,Badra,90549.9450980392,2016.0,
3_3_0000000000000000002d,4.0,Al-Hai,49524.25490196078,2016.0,
3_3_0000000000000000003c,4.0,Al-Kut,388207.7843137254,2016.0,
3_4_00000000000000000007,5.0,Al-Ramadi,706042.3725490193,2016.0,
3_4_0000000000000000000b,5.0,Al-Rutba,11577.0,2016.0,
3_4_00000000000000000018,5.0,Ana,170219.51372549,2016.0,
3_4_0000000000000000002b,5.0,Al-Falluja,186285.16078431372,2016.0,
3_4_00000000000000000037,5.0,Al-Kaim,17472.082352941175,2016.0,
3_4_0000000000000000004a,5.0,Haditha,323685.1176470588,2016.0,
3_4_0000000000000000004c,5.0,Heet,494247.30588235264,2016.0,
3_4_00000000000000000006,5.0,Al-Qurna,317711.3176470585,2016.0,
3_4_00000000000000000016,5.0,Al-Zubair,15477.11372549021,2016.0,
3_4_00000000000000000020,5.0,Abu Al-Khaseeb,82903.58823529421,2016.0,
3_4_00000000000000000027,5.0,Al-Basrah,193847.19215686282,2016.0,
3_4_0000000000000000002c,5.0,Al-Faw,406831.8823529403,2016.0,
3_4_00000000000000000043,5.0,Al-Midaina,133168.1411764706,2016.0,
3_4_0000000000000000005c,5.0,Shat Al-Arab,76919.5450980394,2016.0,
3_4_0000000000000000000a,5.0,Al-Rumaitha,6687.439215686275,2016.0,
3_4_0000000000000000000c,5.0,Al-Salman,3953.1450980392156,2016.0,
3_4_0000000000000000000d,5.0,Al-Samawa,5903.301960784314,2016.0,
3_4_0000000000000000003a,5.0,Al-Khidhir,8435.545098039216,2016.0,
3_4_00000000000000000003,5.0,Al-Najaf,119914.25098039216,2016.0,
3_4_0000000000000000003b,5.0,Al-Kufa,5153.094117647059,2016.0,
3_4_00000000000000000041,5.0,Al-Manathera,4456.011764705882,2016.0,
3_4_0000000000000000000e,5.0,Al-Shamiya,3030.9058823529413,2016.0,
3_4_00000000000000000021,5.0,Afaq,81992.50980392157,2016.0,
3_4_0000000000000000002a,5.0,Al-Diwaniya,1257.2470588235294,2016.0,
3_4_0000000000000000002f,5.0,Al-Hamza,9043.639215686275,2016.0,
3_4_00000000000000000012,5.0,Al-Sulaymaniyah,752.0,2016.0,
3_4_0000000000000000001f,5.0,Chamchamal,2737.062745098039,2016.0,
3_4_00000000000000000045,5.0,Derbendikhan,83321.2823529412,2016.0,
3_4_00000000000000000047,5.0,Dokan,119961.2901960785,2016.0,
3_4_0000000000000000004b,5.0,Halabcha,55237.607843137215,2016.0,
3_4_0000000000000000004d,5.0,Kalar,16453.607843137255,2016.0,
3_4_00000000000000000054,5.0,Panjwin,64.0,2016.0,
3_4_00000000000000000055,5.0,Pshdar,18511.81176470589,2016.0,
3_4_00000000000000000057,5.0,Rania,198105.41960784295,2016.0,
3_4_0000000000000000005b,5.0,Sharbazher,1792.9333333333334,2016.0,
3_4_00000000000000000002,5.0,Al-Mussyab,57141.709803921585,2016.0,
3_4_00000000000000000030,5.0,Al-Hashimiya,3271.050980392157,2016.0,
3_4_00000000000000000033,5.0,Al-Hilla,12315.117647058823,2016.0,
3_4_0000000000000000003e,5.0,Al-Mahaweel,29854.83529411767,2016.0,
3_4_00000000000000000009,5.0,Al-Risafa,6510.266666666666,2016.0,
3_4_00000000000000000014,5.0,Al-Thawra,932.5921568627451,2016.0,
3_4_00000000000000000023,5.0,Al-Adhamiya,3850.7921568627444,2016.0,
3_4_00000000000000000035,5.0,Al-Kadhmiyah,57365.32156862745,2016.0,
3_4_00000000000000000038,5.0,Al-Karkh,8584.647058823528,2016.0,
3_4_0000000000000000003d,5.0,Al-Mada'in,35889.5960784314,2016.0,
3_4_0000000000000000003f,5.0,Al-Mahmoudiya,14612.133333333333,2016.0,
3_4_00000000000000000024,5.0,Al-Amadiya,3856.596078431372,2016.0,
3_4_00000000000000000048,5.0,Duhok,3425.01568627451,2016.0,
3_4_0000000000000000005e,5.0,Sumail,22945.42352941183,2016.0,
3_4_00000000000000000064,5.0,Zakho,5090.121568627451,2016.0,
3_4_00000000000000000001,5.0,Al-Muqdadiya,5942.6784313725475,2016.0,
3_4_0000000000000000001c,5.0,Baladruz,9223.027450980393,2016.0,
3_4_0000000000000000001d,5.0,Baquba,5274.309803921568,2016.0,
3_4_00000000000000000039,5.0,Al-Khalis,20916.46274509804,2016.0,
3_4_0000000000000000004f,5.0,Khanaqin,377588.77647058805,2016.0,
3_4_00000000000000000050,5.0,Kifri,63548.5058823528,2016.0,
3_4_00000000000000000015,5.0,Al-Zibar,2483.4039215686275,2016.0,
3_4_00000000000000000049,5.0,Erbil,1688.698039215686,2016.0,
3_4_00000000000000000052,5.0,Koysinjaq,9664.925490196078,2016.0,
3_4_00000000000000000053,5.0,Makhmour,1459.2509803921566,2016.0,
3_4_00000000000000000058,5.0,Rawanduz,4270.329411764707,2016.0,
3_4_0000000000000000005a,5.0,Shaqlawa,66.34509803921569,2016.0,
3_4_00000000000000000022,5.0,Ain Al-Tamur,289379.0196078431,2016.0,
3_4_00000000000000000034,5.0,Al-Hindiya,5246.843137254902,2016.0,
3_4_0000000000000000004e,5.0,Kerbela,84045.2431372549,2016.0,
3_4_00000000000000000032,5.0,Al-Hawiga,7570.50588235294,2016.0,
3_4_00000000000000000044,5.0,Daquq,27707.643137254905,2016.0,
3_4_00000000000000000046,5.0,Dibis,8013.713725490196,2016.0,
3_4_00000000000000000051,5.0,Kirkuk,8321.333333333332,2016.0,
3_4_00000000000000000017,5.0,Ali Al-Gharbi,210777.52156862748,2016.0,
3_4_00000000000000000025,5.0,Al-Amara,49763.79215686275,2016.0,
3_4_00000000000000000036,5.0,Al-Kahla,573832.3529411764,2016.0,
3_4_00000000000000000040,5.0,Al-Maimouna,251724.65098039215,2016.0,
3_4_00000000000000000042,5.0,Al-Mejar Al-Kabir,455157.4509803921,2016.0,
3_4_00000000000000000056,5.0,Qalat Saleh,7124.654901960787,2016.0,
3_4_00000000000000000000,5.0,Al-Mosul,28107.168627450985,2016.0,
3_4_00000000000000000010,5.0,Al-Shikhan,1396.8745098039217,2016.0,
3_4_00000000000000000019,5.0,Aqra,29289.517647058823,2016.0,
3_4_00000000000000000026,5.0,Al-Baaj,149.0,2016.0,
3_4_0000000000000000002e,5.0,Al-Hamdaniya,31804.07450980393,2016.0,
3_4_00000000000000000031,5.0,Al-Hatra,39.0,2016.0,
3_4_0000000000000000005d,5.0,Sinjar,11.0,2016.0,
3_4_00000000000000000060,5.0,Telafar,233952.94509803897,2016.0,
3_4_00000000000000000062,5.0,Tilkaef,130230.03529411752,2016.0,
